Location_ID,Heritage_Type,Tourist_Review_Text,Social_Media_Post,Policy_Context,Visitor_Count,Ticket_Price,Accommodation_Occupancy,Transport_Availability,Food_Service_Rating,Guided_Tour_Availability,Souvenir_Sales,Local_Workshop_Participation,Resource_Utilization,Booking_Inquiries,Booking_Conversions,Tourist_Satisfaction,Repeat_Visit_Rate,Marketing_Reach,Revenue_Generated,Operational_Cost,Booking_Conversion_Rate,Economic_Benefit_Score,Industry_Chain_Performance
L3725,Fort,Crowded during peak season but worth visiting,Enjoyed local food and cultural activities,Rural tourism promotion program,465,31,68.27,3,2.92,4,16930,68,90.68,447,54,3.37,18.63,9893,20638,14271,0.12080536912751678,0.45181254158373263,0.76973
L3726,Folk Art Center,Beautiful heritage site with great cultural experience,A perfect place for cultural tourism,Sustainable rural tourism policy,100,75,93.34,6,3.06,6,7879,190,74.31,314,267,3.87,44.29,17320,8937,47049,0.8503184713375797,0.5204034786263715,0.8094600000000001
L3727,Cultural Museum,Beautiful heritage site with great cultural experience,Visited this amazing heritage destination today!,Community-based tourism program,649,93,71.01,9,2.52,2,9733,120,92.94,39,323,2.67,44.33,32195,27290,10413,1.0,0.5677621963112254,0.74499
L3728,Cultural Museum,Excellent food and local cultural activities,Loved the traditional village lifestyle,Rural tourism promotion program,731,26,83.64,2,4.18,3,8675,80,42.32,372,175,3.2,31.89,44821,58385,4627,0.47043010752688175,0.5147098010286462,0.6122000000000001
L3729,Fort,Very authentic rural tourism experience,Exploring rural culture and traditional crafts,Rural tourism promotion program,112,13,80.81,6,4.53,1,17581,25,49.62,234,12,3.06,39.68,27982,44089,41842,0.05128205128205128,0.449182987032405,0.6245099999999999
L3730,Temple,Nice cultural atmosphere but transport could improve,Loved the traditional village lifestyle,Cultural heritage conservation initiative,138,23,76.35,14,3.17,5,18649,153,60.9,406,227,4.72,49.93,29882,6825,2618,0.5591133004926109,0.5090856307023982,0.7558499999999999
L3731,Cultural Museum,Well preserved heritage with engaging workshops,Great destination for heritage tourism,Cultural heritage conservation initiative,750,16,40.8,19,2.73,4,6121,106,74.17,72,378,2.95,46.66,3302,82927,29897,1.0,0.7146632549835465,0.59608
L3732,Handicraft Center,Very authentic rural tourism experience,Visited this amazing heritage destination today!,Sustainable rural tourism policy,239,88,44.26,4,3.34,0,14075,150,58.12,159,196,4.49,43.65,36432,68717,17918,1.0,0.7124093008031686,0.63466
L3733,Heritage Street,Crowded during peak season but worth visiting,Visited this amazing heritage destination today!,Cultural heritage conservation initiative,650,25,71.98,14,3.23,0,18360,179,79.15,155,106,3.21,43.09,23516,56634,20499,0.6838709677419355,0.6217597836884455,0.7251400000000001
L3734,Heritage Street,Amazing traditional crafts and friendly locals,Visited this amazing heritage destination today!,Sustainable rural tourism policy,397,75,90.15,10,3.63,7,17992,87,49.08,467,200,3.03,46.21,34278,24271,19234,0.4282655246252677,0.43462984640425456,0.6485700000000001
L3735,Historic Village,Crowded during peak season but worth visiting,A perfect place for cultural tourism,Local tourism development scheme,587,28,73.06,6,3.16,7,17848,104,73.04,188,359,2.52,40.37,41629,14522,46699,1.0,0.4762101507816642,0.66254
L3736,Historic Village,Amazing traditional crafts and friendly locals,Loved the traditional village lifestyle,Local tourism development scheme,225,10,52.98,11,3.35,5,15308,72,61.89,386,52,3.23,14.22,47313,52060,39206,0.13471502590673576,0.47629430727965827,0.6003
L3737,Heritage Street,Amazing traditional crafts and friendly locals,A perfect place for cultural tourism,Cultural heritage conservation initiative,413,40,57.61,13,4.77,8,16112,115,67.95,141,269,2.68,39.14,45421,53576,27847,1.0,0.5893717599695937,0.60543
L3738,Heritage Street,Very authentic rural tourism experience,Enjoyed local food and cultural activities,Local tourism development scheme,603,13,74.27,18,3.34,0,18645,197,71.33,158,180,3.41,54.48,41566,97972,4369,1.0,0.7888577353244182,0.71273
L3739,Traditional Market,Nice cultural atmosphere but transport could improve,Exploring rural culture and traditional crafts,Community-based tourism program,532,67,72.84,14,4.46,9,19413,131,43.29,45,246,2.63,11.88,42442,49656,37547,1.0,0.4848992898508687,0.54948
L3740,Handicraft Center,Excellent food and local cultural activities,Enjoyed local food and cultural activities,Community-based tourism program,168,65,92.56,11,4.06,7,12592,0,90.82,234,198,2.66,29.95,19570,52739,19385,0.8461538461538461,0.6024306171642199,0.8005599999999999
L3741,Fort,Very authentic rural tourism experience,Great destination for heritage tourism,Community-based tourism program,218,62,69.1,5,3.34,1,2817,133,83.24,57,351,3.39,29.65,6888,45762,25562,1.0,0.6177698361155843,0.7436599999999999
L3742,Historic Village,Nice cultural atmosphere but transport could improve,A perfect place for cultural tourism,Local tourism development scheme,669,98,59.53,8,4.54,7,17624,183,64.34,152,314,3.62,22.7,31598,97566,19518,1.0,0.7364894794906931,0.65315
L3743,Traditional Market,Beautiful heritage site with great cultural experience,A perfect place for cultural tourism,Community-based tourism program,196,95,68.87,4,3.99,2,6734,28,70.11,307,29,3.33,38.73,42386,64902,23341,0.09446254071661238,0.5690081509199993,0.68685
L3744,Traditional Market,Beautiful heritage site with great cultural experience,Enjoyed local food and cultural activities,Sustainable rural tourism policy,737,52,83.24,12,2.52,5,16231,130,41.79,216,350,2.56,18.53,30435,23734,6220,1.0,0.41059195556066774,0.57048
L3745,Fort,Amazing traditional crafts and friendly locals,Great destination for heritage tourism,Rural tourism promotion program,486,83,69.72,6,2.67,6,17333,127,67.39,131,182,2.95,55.82,45841,32817,18848,1.0,0.564481679052601,0.6557200000000001
L3746,Traditional Market,Historic place with good guides and storytelling,Visited this amazing heritage destination today!,Cultural heritage conservation initiative,488,58,57.93,8,4.38,2,8228,108,63.45,162,154,4.85,17.78,27460,41760,9397,0.9506172839506173,0.6164380427210703,0.71859
L3747,Folk Art Center,Crowded during peak season but worth visiting,Great destination for heritage tourism,Sustainable rural tourism policy,238,69,58.62,4,3.62,1,16421,87,60.6,464,75,3.93,58.25,23945,82380,26931,0.16163793103448276,0.6684307034046115,0.6540600000000001
L3748,Handicraft Center,Crowded during peak season but worth visiting,Loved the traditional village lifestyle,Community-based tourism program,209,25,81.62,10,3.51,0,19145,169,84.84,382,235,4.63,10.58,7814,83122,29605,0.6151832460732984,0.7279867024666804,0.8620199999999999
L3749,Heritage Street,Amazing traditional crafts and friendly locals,Enjoyed local food and cultural activities,Rural tourism promotion program,451,82,43.65,11,2.86,4,15076,136,50.01,327,290,2.63,34.4,7267,34317,10281,0.8868501529051988,0.47477763954161256,0.48879000000000006
L3750,Cultural Museum,Historic place with good guides and storytelling,Great destination for heritage tourism,Cultural heritage conservation initiative,635,90,55.11,15,2.89,0,6571,80,49.7,490,136,2.52,11.81,42271,61814,28036,0.27755102040816326,0.4563510530405263,0.5153300000000001
L3751,Fort,Well preserved heritage with engaging workshops,Visited this amazing heritage destination today!,Sustainable rural tourism policy,67,69,48.42,5,4.49,0,10374,58,68.69,388,139,4.45,53.86,22632,58389,36276,0.3582474226804124,0.6516985350645286,0.68702
L3752,Heritage Street,Nice cultural atmosphere but transport could improve,Great destination for heritage tourism,Cultural heritage conservation initiative,189,56,91.96,3,4.57,4,2940,37,77.79,401,263,3.46,49.94,18561,59251,45090,0.655860349127182,0.646866370883272,0.79464
L3753,Heritage Street,Well preserved heritage with engaging workshops,A perfect place for cultural tourism,Local tourism development scheme,164,24,44.96,15,3.9,2,1412,41,41.23,47,82,3.42,21.25,9177,80482,19012,1.0,0.6268317143100051,0.505
L3754,Temple,Well preserved heritage with engaging workshops,Exploring rural culture and traditional crafts,Community-based tourism program,377,72,81.7,2,3.24,9,8606,49,70.02,166,157,3.1,16.9,20740,36478,10080,0.9457831325301205,0.5244252992200651,0.71118
L3755,Folk Art Center,Beautiful heritage site with great cultural experience,A perfect place for cultural tourism,Sustainable rural tourism policy,274,37,74.67,2,4.83,2,14625,13,56.43,329,88,2.9,20.6,26636,70165,43049,0.2674772036474164,0.5260469335995209,0.62373
L3756,Fort,Well preserved heritage with engaging workshops,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,607,29,74.8,8,4.06,6,17172,125,81.63,397,291,4.57,13.92,5873,93375,18870,0.7329974811083123,0.7661235867169387,0.8251200000000001
L3757,Traditional Market,Crowded during peak season but worth visiting,Great destination for heritage tourism,Rural tourism promotion program,488,72,81.99,14,4.49,2,18487,99,65.79,100,329,2.65,21.85,22188,5977,47295,1.0,0.41478976630092323,0.6681299999999999
L3758,Cultural Museum,Very authentic rural tourism experience,Loved the traditional village lifestyle,Rural tourism promotion program,599,42,62.03,9,2.51,1,12400,172,85.87,34,378,3.75,13.41,43973,56409,36732,1.0,0.6486175451344782,0.7545700000000001
L3759,Fort,Historic place with good guides and storytelling,Great destination for heritage tourism,Rural tourism promotion program,767,45,62.04,5,3.63,2,15036,32,61.83,288,118,3.4,52.63,33881,60501,9175,0.4097222222222222,0.5951183458581858,0.63744
L3760,Traditional Market,Nice cultural atmosphere but transport could improve,Visited this amazing heritage destination today!,Cultural heritage conservation initiative,435,22,55.88,12,4.68,3,6569,147,85.49,234,133,3.19,52.65,39381,65543,13773,0.5683760683760684,0.6629629076007671,0.701
L3761,Heritage Street,Beautiful heritage site with great cultural experience,Great destination for heritage tourism,Community-based tourism program,570,71,72.88,10,3.35,8,10601,161,79.41,485,94,4.4,37.45,25579,19008,28617,0.19381443298969073,0.5114124208542556,0.8002799999999999
L3762,Cultural Museum,Well preserved heritage with engaging workshops,Exploring rural culture and traditional crafts,Cultural heritage conservation initiative,302,77,91.14,1,4.32,1,15637,66,85.55,42,107,4.7,55.99,30429,16509,43867,1.0,0.6396224028545995,0.89762
L3763,Traditional Market,Very authentic rural tourism experience,A perfect place for cultural tourism,Community-based tourism program,669,32,90.82,19,4.14,5,14061,83,84.68,355,381,2.99,27.51,28068,60110,26944,1.0,0.6404928772542234,0.7905800000000001
L3764,Handicraft Center,Historic place with good guides and storytelling,Loved the traditional village lifestyle,Sustainable rural tourism policy,147,81,78.66,11,2.88,4,17379,66,66.75,209,161,2.69,18.94,17851,36579,22729,0.7703349282296651,0.4832035424333847,0.66438
L3765,Traditional Market,Amazing traditional crafts and friendly locals,Great destination for heritage tourism,Cultural heritage conservation initiative,120,22,89.84,17,4.44,5,18455,69,60.25,487,90,3.44,25.22,19267,9356,3561,0.18480492813141683,0.3768843883312004,0.71692
L3766,Temple,Amazing traditional crafts and friendly locals,Great destination for heritage tourism,Cultural heritage conservation initiative,600,97,92.99,3,2.78,4,7791,166,82.08,300,368,3.6,16.18,37810,80824,6623,1.0,0.7109529298152611,0.8232900000000001
L3767,Folk Art Center,Amazing traditional crafts and friendly locals,A perfect place for cultural tourism,Cultural heritage conservation initiative,496,49,83.73,1,4.32,5,8199,170,59.88,179,26,2.63,51.12,23704,55279,11839,0.1452513966480447,0.5083369727497523,0.64851
L3768,Heritage Street,Crowded during peak season but worth visiting,Loved the traditional village lifestyle,Local tourism development scheme,139,39,62.43,17,4.98,3,3554,166,44.92,168,110,3.68,48.02,12964,12167,46091,0.6547619047619048,0.44785485729622265,0.58777
L3769,Traditional Market,Nice cultural atmosphere but transport could improve,Enjoyed local food and cultural activities,Community-based tourism program,479,34,66.58,6,4.89,7,1612,112,87.24,404,79,4.88,19.49,43695,32824,44537,0.19554455445544555,0.5657621389090719,0.8415
L3770,Folk Art Center,Amazing traditional crafts and friendly locals,Great destination for heritage tourism,Community-based tourism program,268,82,91.22,13,4.5,8,9268,84,61.85,303,329,3.46,37.28,19994,20310,47600,1.0,0.5135627979875773,0.7286600000000001
L3771,Historic Village,Crowded during peak season but worth visiting,Great destination for heritage tourism,Cultural heritage conservation initiative,156,35,76.85,4,3.84,9,11946,114,47.29,110,371,4.75,24.03,44509,70840,32646,1.0,0.6806896385741006,0.70471
L3772,Historic Village,Excellent food and local cultural activities,Enjoyed local food and cultural activities,Local tourism development scheme,525,33,85.14,5,4.19,6,12464,43,75.56,135,366,4.62,16.56,15074,78825,11104,1.0,0.7434846701807379,0.83486
L3773,Folk Art Center,Crowded during peak season but worth visiting,Exploring rural culture and traditional crafts,Cultural heritage conservation initiative,503,48,46.39,15,4.32,0,13355,128,88.94,238,247,3.59,22.27,49071,93131,26900,1.0,0.7702366848538192,0.71033
L3774,Folk Art Center,Beautiful heritage site with great cultural experience,Exploring rural culture and traditional crafts,Community-based tourism program,657,98,50.66,14,2.52,4,2051,96,87.35,159,66,4.27,39.99,16612,66584,43859,0.41509433962264153,0.6894883906931776,0.7575799999999999
L3775,Temple,Crowded during peak season but worth visiting,Visited this amazing heritage destination today!,Sustainable rural tourism policy,593,88,58.93,19,2.76,6,3983,49,70.49,482,139,3.02,42.53,34879,44177,34450,0.2883817427385892,0.5171720116297036,0.6399499999999999
L3776,Handicraft Center,Nice cultural atmosphere but transport could improve,A perfect place for cultural tourism,Local tourism development scheme,175,70,50.35,15,3.99,4,11296,119,44.84,39,114,2.84,19.34,7834,98089,4112,1.0,0.6550188090499004,0.5008100000000001
L3777,Heritage Street,Very authentic rural tourism experience,Loved the traditional village lifestyle,Local tourism development scheme,196,58,89.86,12,2.52,4,2226,115,78.31,383,91,2.51,48.69,5549,87620,20706,0.23759791122715404,0.6418300033172762,0.73342
L3778,Fort,Well preserved heritage with engaging workshops,Great destination for heritage tourism,Cultural heritage conservation initiative,329,50,51.93,18,4.77,4,4154,61,73.49,358,59,2.68,38.75,42738,34105,26729,0.164804469273743,0.45792193759041355,0.6105499999999999
L3779,Temple,Crowded during peak season but worth visiting,Great destination for heritage tourism,Sustainable rural tourism policy,73,79,70.65,14,3.72,4,2274,2,51.56,326,306,4.07,31.46,3575,81320,27123,0.9386503067484663,0.6916862730357424,0.66239
L3780,Handicraft Center,Amazing traditional crafts and friendly locals,Visited this amazing heritage destination today!,Community-based tourism program,770,29,44.7,10,3.14,4,19773,135,89.53,429,355,4.71,42.31,32859,34097,43267,0.8275058275058275,0.6630880683725634,0.7748200000000001
L3781,Folk Art Center,Beautiful heritage site with great cultural experience,Great destination for heritage tourism,Rural tourism promotion program,169,53,48.52,8,3.48,0,13726,47,44.77,104,341,4.94,26.66,7876,22623,38992,1.0,0.5444132554836516,0.62104
L3782,Fort,Historic place with good guides and storytelling,A perfect place for cultural tourism,Community-based tourism program,701,25,53.61,4,4.63,5,7557,113,60.52,120,154,3.71,23.19,6288,51263,26675,1.0,0.5951463024735195,0.62551
L3783,Folk Art Center,Amazing traditional crafts and friendly locals,Visited this amazing heritage destination today!,Community-based tourism program,346,30,94.06,18,4.82,5,18255,95,45.2,446,215,2.85,56.32,46981,35324,26357,0.4820627802690583,0.47158053682125267,0.63398
L3784,Folk Art Center,Beautiful heritage site with great cultural experience,A perfect place for cultural tourism,Sustainable rural tourism policy,131,24,83.84,8,2.79,7,19345,168,90.16,453,99,2.5,54.96,3476,78066,34634,0.2185430463576159,0.6438614965460627,0.76216
L3785,Historic Village,Excellent food and local cultural activities,Visited this amazing heritage destination today!,Local tourism development scheme,497,48,77.05,4,4.44,4,13132,163,41.95,221,380,4.96,33.76,12974,5091,37583,1.0,0.49781620800368076,0.69655
L3786,Historic Village,Well preserved heritage with engaging workshops,Great destination for heritage tourism,Community-based tourism program,769,51,90.39,11,3.95,1,11668,56,63.42,431,179,4.54,40.19,15863,72777,14685,0.41531322505800466,0.6740331816462201,0.79725
L3787,Fort,Historic place with good guides and storytelling,Visited this amazing heritage destination today!,Local tourism development scheme,519,70,92.59,5,3.96,6,19538,84,87.4,429,247,3.81,42.85,31110,76098,13413,0.5757575757575758,0.7154927093856377,0.8559700000000001
L3788,Temple,Excellent food and local cultural activities,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,472,13,64.95,10,4.45,0,5161,89,53.83,352,175,3.11,42.78,41146,6196,11507,0.4971590909090909,0.39563781339081205,0.59677
L3789,Historic Village,Very authentic rural tourism experience,Loved the traditional village lifestyle,Sustainable rural tourism policy,594,33,58.02,6,3.06,4,2075,118,45.78,44,151,3.79,36.41,2357,7840,33989,1.0,0.4591999402374498,0.58458
L3790,Heritage Street,Beautiful heritage site with great cultural experience,Great destination for heritage tourism,Cultural heritage conservation initiative,73,12,57.34,4,3.83,4,16046,77,46.99,390,196,4.6,25.64,17121,13450,16090,0.5025641025641026,0.453054885536219,0.63598
L3791,Folk Art Center,Excellent food and local cultural activities,Enjoyed local food and cultural activities,Rural tourism promotion program,110,10,41.97,18,3.3,2,8330,170,62.27,50,164,3.89,54.48,41398,92128,10303,1.0,0.7772020528310946,0.60839
L3792,Cultural Museum,Well preserved heritage with engaging workshops,Loved the traditional village lifestyle,Sustainable rural tourism policy,750,22,55.38,17,2.74,1,6360,27,63.57,487,273,4.99,38.1,37359,50646,2179,0.5605749486652978,0.641817408548403,0.7198199999999999
L3793,Traditional Market,Well preserved heritage with engaging workshops,Great destination for heritage tourism,Sustainable rural tourism policy,133,63,59.53,7,2.76,3,19419,91,79.49,226,96,2.77,55.36,26355,61947,33017,0.4247787610619469,0.6088779109135042,0.66275
L3794,Fort,Very authentic rural tourism experience,Loved the traditional village lifestyle,Local tourism development scheme,274,91,42.03,9,2.84,6,1389,84,53.09,421,242,4.96,51.42,38866,26048,16687,0.5748218527315915,0.5669525989600335,0.63605
L3795,Fort,Well preserved heritage with engaging workshops,Exploring rural culture and traditional crafts,Sustainable rural tourism policy,729,49,88.54,3,4.04,9,12148,111,78.6,187,318,3.96,42.48,12095,71689,42270,1.0,0.7340321735564468,0.81762
L3796,Historic Village,Beautiful heritage site with great cultural experience,Loved the traditional village lifestyle,Community-based tourism program,235,20,86.63,9,2.76,2,12756,186,94.94,362,212,3.92,45.53,33828,58368,26030,0.585635359116022,0.6878793154753106,0.8748499999999999
L3797,Temple,Beautiful heritage site with great cultural experience,Visited this amazing heritage destination today!,Cultural heritage conservation initiative,424,51,53.83,4,3.93,5,5077,117,87.53,86,142,3.4,55.56,19341,12906,12973,1.0,0.5671261324878224,0.7156099999999999
L3798,Folk Art Center,Well preserved heritage with engaging workshops,Loved the traditional village lifestyle,Cultural heritage conservation initiative,121,13,84.14,19,3.97,6,11760,156,74.96,210,142,2.6,41.56,17054,97449,21725,0.6761904761904762,0.7022874533842582,0.7082600000000001
L3799,Heritage Street,Excellent food and local cultural activities,Great destination for heritage tourism,Community-based tourism program,123,34,83.79,9,4.76,1,9250,37,91.7,30,347,4.4,33.42,47545,98012,16349,1.0,0.8476277605297112,0.88217
L3800,Temple,Beautiful heritage site with great cultural experience,Enjoyed local food and cultural activities,Sustainable rural tourism policy,390,45,58.43,6,4.07,2,16988,161,94.51,430,313,3.19,32.11,48836,51204,23076,0.727906976744186,0.6231199629701307,0.7447300000000001
L3801,Handicraft Center,Amazing traditional crafts and friendly locals,Enjoyed local food and cultural activities,Rural tourism promotion program,202,73,78.34,11,4.96,8,7941,64,71.37,184,256,3.38,58.99,33787,38142,22082,1.0,0.6146750345072465,0.7233
L3802,Handicraft Center,Well preserved heritage with engaging workshops,A perfect place for cultural tourism,Sustainable rural tourism policy,145,53,55.94,15,2.58,0,5581,147,55.05,159,259,3.83,47.58,8733,59842,5522,1.0,0.6525337083787596,0.61782
L3803,Cultural Museum,Beautiful heritage site with great cultural experience,Loved the traditional village lifestyle,Cultural heritage conservation initiative,614,49,43.87,6,4.26,7,15123,25,90.32,431,252,2.64,43.56,13669,51515,43235,0.5846867749419954,0.5910261387610656,0.65129
L3804,Historic Village,Nice cultural atmosphere but transport could improve,Enjoyed local food and cultural activities,Rural tourism promotion program,494,54,67.76,10,2.57,0,2039,26,86.43,281,289,2.53,14.8,22351,84068,48050,1.0,0.6738169739645324,0.7008
L3805,Historic Village,Very authentic rural tourism experience,Loved the traditional village lifestyle,Local tourism development scheme,735,17,64.11,18,4.32,2,8665,150,44.65,345,210,2.76,39.4,5073,28053,2565,0.6086956521739131,0.43144624231958273,0.53653
L3806,Historic Village,Well preserved heritage with engaging workshops,Enjoyed local food and cultural activities,Local tourism development scheme,159,94,47.6,16,3.46,5,9312,198,91.5,447,215,4.34,19.44,27231,26485,4020,0.4809843400447427,0.5567301230591757,0.7691999999999999
L3807,Cultural Museum,Beautiful heritage site with great cultural experience,Loved the traditional village lifestyle,Sustainable rural tourism policy,507,44,66.98,4,4.03,7,16573,21,60.14,232,307,2.98,29.49,46638,11057,4171,1.0,0.44669296737314834,0.6203000000000001
L3808,Handicraft Center,Nice cultural atmosphere but transport could improve,Great destination for heritage tourism,Sustainable rural tourism policy,100,53,92.22,13,3.27,6,4813,174,57.71,364,146,3.79,37.87,49904,37240,33839,0.4010989010989011,0.513578356237777,0.7349000000000001
L3809,Temple,Beautiful heritage site with great cultural experience,Loved the traditional village lifestyle,Rural tourism promotion program,426,27,80.23,5,2.9,2,16540,195,58.88,66,206,2.96,10.4,40217,43726,15512,1.0,0.5125655531661649,0.65381
L3810,Cultural Museum,Beautiful heritage site with great cultural experience,Great destination for heritage tourism,Rural tourism promotion program,122,56,80.64,19,4.31,5,9936,100,57.6,55,387,3.21,53.11,26786,30284,23856,1.0,0.5462360829274148,0.6649200000000001
L3811,Cultural Museum,Excellent food and local cultural activities,Great destination for heritage tourism,Sustainable rural tourism policy,261,34,81.67,18,4.76,0,5481,66,68.38,101,100,2.59,31.93,28823,34838,38802,0.9900990099009901,0.5177008535401345,0.6739299999999999
L3812,Temple,Amazing traditional crafts and friendly locals,A perfect place for cultural tourism,Cultural heritage conservation initiative,481,50,80.95,17,2.96,7,15658,193,71.89,63,229,3.42,41.13,49326,36437,37674,1.0,0.5858089601316276,0.73561
L3813,Historic Village,Well preserved heritage with engaging workshops,Enjoyed local food and cultural activities,Local tourism development scheme,773,14,41.09,16,4.8,8,16913,68,63.41,250,146,2.84,20.1,34842,53612,10310,0.584,0.5182397826543574,0.5473100000000001
L3814,Heritage Street,Very authentic rural tourism experience,Visited this amazing heritage destination today!,Rural tourism promotion program,217,73,90.86,1,2.85,8,5543,81,62.69,472,342,3.9,45.06,7724,55978,11823,0.7245762711864406,0.628396900666089,0.7573399999999999
L3815,Temple,Well preserved heritage with engaging workshops,Great destination for heritage tourism,Cultural heritage conservation initiative,380,71,85.66,1,4.34,3,12143,97,80.55,426,70,4.59,25.5,48822,21188,35847,0.1643192488262911,0.5088592761263903,0.8545799999999999
L3816,Handicraft Center,Amazing traditional crafts and friendly locals,Enjoyed local food and cultural activities,Sustainable rural tourism policy,791,81,55.1,14,4.9,3,15590,14,40.17,426,348,4.7,35.81,22953,39168,27060,0.8169014084507042,0.5682738218680853,0.60798
L3817,Fort,Historic place with good guides and storytelling,Exploring rural culture and traditional crafts,Community-based tourism program,543,96,70.4,2,2.87,6,8003,125,92.08,106,81,4.83,26.16,3744,29923,36696,0.7641509433962265,0.6311029497892671,0.8693200000000001
L3818,Folk Art Center,Excellent food and local cultural activities,Loved the traditional village lifestyle,Rural tourism promotion program,192,12,73.83,15,3.59,6,5960,113,79.29,54,320,2.81,42.23,20342,18253,29129,1.0,0.5171955018053791,0.70725
L3819,Fort,Excellent food and local cultural activities,Exploring rural culture and traditional crafts,Community-based tourism program,631,46,47.26,3,3.34,5,8867,103,78.9,368,373,3.79,52.52,36428,49334,47567,1.0,0.6741130869482591,0.68478
L3820,Traditional Market,Amazing traditional crafts and friendly locals,Loved the traditional village lifestyle,Cultural heritage conservation initiative,494,50,53.97,13,3.47,6,16859,171,63.21,472,290,2.79,42.05,4405,70735,48423,0.614406779661017,0.6026852503763078,0.58215
L3821,Traditional Market,Crowded during peak season but worth visiting,A perfect place for cultural tourism,Local tourism development scheme,443,29,41.28,19,4.38,0,8043,50,93.12,336,136,3.27,18.91,39770,43857,30096,0.40476190476190477,0.5501798261896903,0.69252
L3822,Cultural Museum,Excellent food and local cultural activities,Great destination for heritage tourism,Cultural heritage conservation initiative,561,76,87.52,1,4.15,8,2775,192,40.02,228,208,3.08,22.48,9833,8373,8224,0.9122807017543859,0.3841123462734192,0.60744
L3823,Folk Art Center,Well preserved heritage with engaging workshops,Visited this amazing heritage destination today!,Local tourism development scheme,735,96,41.37,13,4.92,5,2908,152,44.21,185,321,2.53,36.14,29888,59985,4413,1.0,0.5491227984876824,0.45275
L3824,Fort,Amazing traditional crafts and friendly locals,Great destination for heritage tourism,Cultural heritage conservation initiative,670,49,57.53,15,2.96,7,17971,188,84.22,199,292,4.83,23.56,1794,47066,35736,1.0,0.6865076578081397,0.79927
L3825,Heritage Street,Excellent food and local cultural activities,Loved the traditional village lifestyle,Rural tourism promotion program,764,94,44.3,16,3.86,4,7145,144,80.63,21,252,4.45,19.77,48155,91303,37887,1.0,0.7873815329719241,0.7224200000000001
L3826,Historic Village,Beautiful heritage site with great cultural experience,Visited this amazing heritage destination today!,Rural tourism promotion program,746,86,82.98,11,3.62,6,17766,96,54.92,422,160,3.8,12.33,28252,5502,5983,0.3791469194312796,0.3727591589311955,0.69662
L3827,Handicraft Center,Amazing traditional crafts and friendly locals,Great destination for heritage tourism,Community-based tourism program,377,17,90.87,3,4.8,2,9881,51,72.71,386,49,3.36,15.21,8028,63138,29427,0.12694300518134716,0.5383830858130466,0.76505
L3828,Traditional Market,Amazing traditional crafts and friendly locals,Visited this amazing heritage destination today!,Cultural heritage conservation initiative,653,14,70.95,8,2.53,9,6231,57,69.26,466,380,3.53,38.24,2042,29337,32125,0.8154506437768241,0.5419545505697827,0.70169
L3829,Heritage Street,Well preserved heritage with engaging workshops,Loved the traditional village lifestyle,Cultural heritage conservation initiative,308,34,47.68,6,4.97,0,7004,184,68.99,214,67,3.01,19.73,5713,28933,36263,0.3130841121495327,0.43620064283359317,0.5995999999999999
L3830,Handicraft Center,Nice cultural atmosphere but transport could improve,A perfect place for cultural tourism,Community-based tourism program,486,48,70.7,5,3.7,6,9395,165,72.76,497,45,4.92,34.92,36823,8484,10997,0.09054325955734406,0.4784116719984034,0.79834
L3831,Handicraft Center,Excellent food and local cultural activities,A perfect place for cultural tourism,Sustainable rural tourism policy,767,46,82.37,15,4.06,4,13273,68,94.66,372,262,3.21,42.09,25733,97830,30969,0.7043010752688172,0.7769367533725092,0.81835
L3832,Historic Village,Excellent food and local cultural activities,Great destination for heritage tourism,Cultural heritage conservation initiative,613,14,79.51,9,3.4,0,15061,122,94.3,42,211,2.69,22.51,5592,75786,49093,1.0,0.6842707552085938,0.77713
L3833,Folk Art Center,Amazing traditional crafts and friendly locals,Exploring rural culture and traditional crafts,Cultural heritage conservation initiative,398,17,80.79,5,4.63,8,5121,36,93.99,45,248,3.91,57.48,39985,8152,37153,1.0,0.5941611368387362,0.85293
L3834,Cultural Museum,Beautiful heritage site with great cultural experience,Loved the traditional village lifestyle,Cultural heritage conservation initiative,742,13,55.35,10,3.9,8,2876,74,70.18,49,393,4.37,22.83,41926,66634,17428,1.0,0.6930489882375299,0.7089700000000001
L3835,Fort,Beautiful heritage site with great cultural experience,Great destination for heritage tourism,Sustainable rural tourism policy,564,50,44.06,6,4.16,5,7251,107,57.5,294,177,4.93,18.11,27444,38606,6035,0.6020408163265306,0.5647114085212996,0.6579799999999999
L3836,Historic Village,Very authentic rural tourism experience,Great destination for heritage tourism,Rural tourism promotion program,498,69,48.19,11,4.12,8,2700,161,70.81,186,120,4.05,32.84,14964,65318,33010,0.6451612903225806,0.6538912880156444,0.6708099999999999
L3837,Heritage Street,Beautiful heritage site with great cultural experience,A perfect place for cultural tourism,Community-based tourism program,448,63,92.55,4,3.41,6,2590,34,74.25,109,222,2.96,32.11,11138,8580,45618,1.0,0.47041040653537247,0.75225
L3838,Cultural Museum,Excellent food and local cultural activities,Visited this amazing heritage destination today!,Sustainable rural tourism policy,645,31,73.74,12,2.69,7,18251,187,57.13,243,176,3.48,52.92,49557,34914,13373,0.7242798353909465,0.5448319839791871,0.65854
